,description,id,match,name,score,type,input_value,type_id
1087,,,False,,,,metabolomicsWorkbenchR,
1088,,,False,,,,metabomxtr,
1089,,,False,,,,MetaboSignal,
1090,,,False,,,,metaCCA,
1091,,,False,,,,MetaCyto,
1092,reproductive strategy,Q725951,False,alternation of generations,47.0,[],metagene,
1093,,,False,,,,metagene2,
1094,,,False,,,,metagenomeSeq,
1095,,,False,,,,metahdep,
1096,weapon designed to be thrown at its target by muscle power,Q1566976,False,throwing weapon,30.0,[],metaMS,
1097,,,False,,,,MetaNeighbor,
1098,data about data,Q180160,False,metadata,41.0,[],metapod,
1099,,Q56306982,False,Metapone titan,36.5,[],metapone,
1100,,,False,,,,metaSeq,
1101,,,False,,,,metaseqR2,
1102,,,False,,,,metavizr,
1103,,,False,,,,MetaVolcanoR,
1104,commonly a travelling company of performers,Q47928,False,circus,36.5,[],MetCirc,
1105,,,False,,,,methimpute,
1106,,,False,,,,methInheritSim,
1107,,,False,,,,MethPed,
1108,,,False,,,,MethReg,
1109,,,False,,,,methrix,
1110,,,False,,,,MethTargetedNGS,
1111,,,False,,,,MethylAid,
1112,,,False,,,,methylCC,
1113,,,False,,,,methylclock,
1114,,,False,,,,methylGSA,
1115,,,False,,,,methylInheritance,
1116,,,False,,,,methylKit,
1117,,,False,,,,MethylMix,
1118,,,False,,,,methylMnM,
1119,,,False,,,,methylPipe,
1120,,,False,,,,methylscaper,
1121,,,False,,,,MethylSeekR,
1122,,,False,,,,methylSig,
1123,,,False,,,,methylumi,
1124,,Q4503377,False,Metida,45.5,[],MetID,
1125,planned science mission to Mars featuring semi-hard landing strategy,Q1546785,False,MetNet,50.0,[],MetNet,
1126,,Q356286,False,Managed futures account,50.0,[],mfa,
1127,,,False,,,,Mfuzz,
1128,,,False,,,,MGFM,
1129,twisting of an object due to an applied torque,Q826575,False,torsion,22.0,[],MGFR,
1130,,,False,,,,mgsa,
1131,自分がどこにいるのかわからず、迷うこと。,Q11639180,False,Mia,50.0,[],mia,
1132,"set of clinical interventions for the urgent treatment of cardiac arrest, stroke and other life-threatening medical emergencies",Q379607,False,advanced cardiac life support,20.0,[],miaSim,
1133,,,False,,,,miaViz,
1134,Ojibway First Nation band government in Northern Ontario,Q368114,False,Michipicoten First Nation,33.5,[],MiChip,
1135,biome of microbes,Q1330402,False,microbiome,50.0,[],microbiome,
1136,,,False,,,,microbiomeDASim,
1137,,,False,,,,microbiomeExplorer,
1138,,,False,,,,microbiomeMarker,
1139,,,False,,,,MicrobiomeProfiler,
1140,,,False,,,,MicrobiotaProcess,
1141,"small non-coding RNA molecule (of ca. 22 nucleotides) found in plants, animals and some viruses, that functions in RNA silencing and post-transcriptional regulation of gene expression",Q310899,False,microRNA,50.0,[],microRNA,
1142,,,False,,,,midasHLA,
1143,,,False,,,,MIGSA,
1144,,,False,,,,miloR,
1145,,,False,,,,mimager,
1146,Italian cake,Q30061155,False,Mimosa,50.0,[],MIMOSA,
1147,African-American community in Louisiana,Q6862655,False,Mina,50.0,[],mina,
1148,,,False,,,,MineICA,
1149,stimulus protocol in telecommunications,Q610068,False,MiNET,50.0,[],minet,
1150,,,False,,,,minfi,
1151,minimum number of line segments of any polygonal chain within the polygon that has the two points as its endpoints,Q24894166,False,link distance,28.5,[],MinimumDistance,
1152,,Q2044506,False,PP-Mi-Šr,33.5,[],MiPP,
1153,,Q6716348,False,MI AC PR mine,12.0,[],miQC,
1154,,,False,,,,MIRA,
1155,naturally occurring optical phenomenon,Q308762,False,mirage,50.0,[],MiRaGE,
1156,,,False,,,,miRBaseConverter,
1157,,,False,,,,miRcomp,
1158,,,False,,,,mirIntegrator,
1159,,,False,,,,miRLAB,
1160,,,False,,,,miRmine,
1161,,,False,,,,miRNAmeConverter,
1162,,,False,,,,miRNApath,
1163,,,False,,,,miRNAtap,
1164,,,False,,,,miRSM,
1165,,,False,,,,miRspongeR,
1166,,,False,,,,mirTarRnaSeq,
1167,,,False,,,,missMethyl,
1168,,,False,,,,missRows,
1169,,,False,,,,mistyR,
1170,,,False,,,,mitch,
1171,,,False,,,,mitoClone2,
1172,,,False,,,,mixOmics,
1173,,,False,,,,MLInterfaces,
1174,"structure used to support large rockets during assembly, transportation to the launch pad, and during launch",Q516775,False,mobile launcher platform,50.0,[],MLP,
1175,,,False,,,,MLSeq,
1176,,,False,,,,MMAPPR2,
1177,,,False,,,,MMDiff2,
1178,,,False,,,,MMUPHin,
1179,programming term,Q739688,False,assembly mnemonic,33.5,[],mnem,
1180,harbor shoals that are known for tidal noises,Q16979431,False,Moaning sandbar,28.5,[],moanin,
1181,,,False,,,,MobilityTransformR,
1182,"popular style or practice in clothing, personal adornment or decorative arts",Q12684,False,fashion,50.0,[],MODA,
1183,"popular style or practice in clothing, personal adornment or decorative arts",Q12684,False,fashion,40.0,[],ModCon,
1184,,,False,,,,Modstrings,
1185,"deutscher Nachweis über die Befähigung zum Führen von geschwindigkeitsreduzierten Kraftfahrzeugen der Klassen L1e-B, L2e-P und L2e-U sowie Fahrräder mit Hilfsmotor bis 25 km/h",Q1942410,False,Mofa-Prüfbescheinigung,15.0,[],MOFA2,
1186,,,False,,,,MOGAMUN,
1187,,,False,,,,mogsa,
1188,,,False,,,,MOMA,
1189,2022 Sri Lankan film,Q111945014,False,MonaLisa,50.0,[],monaLisa,
1190,type of corrective lens,Q12721,False,monocle,50.0,[],monocle,
1191,job that a person takes in addition to their primary job in order to supplement their income; additional job providing extra income,Q1863649,False,side job,41.0,[],MoonlightR,
1192,,Q15840338,False,Cobblestone mosaics,27.0,[],mosaics,
1193,,,False,,,,mosbi,
1194,località del Botswana,Q915947,False,Mosime,45.5,[],MOSim,
1195,,,False,,,,Motif2Site,
1196,,,False,,,,motifbreakR,
1197,,,False,,,,motifcounter,
1198,,,False,,,,motifmatchr,
1199,,,False,,,,motifStack,
1200,,,False,,,,MouseFM,
1201,,,False,,,,MPFE,
1202,microbial gene found in Mycobacterium bovis AF2122/97,Q23253931,False,two component response transcriptional regulatory protein MprA Mb1007,50.0,[],mpra,
1203,,,False,,,,MPRAnalyze,
1204,,,False,,,,MQmetrics,
1205,computer program or software agent that receives electronic mail messages,Q182495,False,Mail submission agent,50.0,[],msa,
1206,,,False,,,,MSA2dist,
1207,,,False,,,,MsBackendMassbank,
1208,,,False,,,,MsBackendMgf,
1209,,,False,,,,MsBackendMsp,
1210,,,False,,,,MsBackendRawFileReader,
1211,,,False,,,,MsCoreUtils,
1212,discretization method,Q665193,False,Discretization of continuous features,21.5,[],MsFeatures,
1213,,,False,,,,msgbsR,
1214,,,False,,,,msImpute,
1215,,,False,,,,msmsEDA,
1216,,,False,,,,msmsTests,
1217,,,False,,,,MSnbase,
1218,An instance of entity with accessioned sequence in Homo sapiens with Reactome ID (R-HSA-9663005),Q106511312,False,p-T558-MSN [cytosol],13.0,[],MSnID,
1219,,,False,,,,MSPrep,
1220,,,False,,,,msPurity,
1221,,,False,,,,msqrob2,
1222,R package,Q113047099,True,MSstats,100.0,R package,MSstats,Q73539779
1223,,,False,,,,MSstatsConvert,
1224,,,False,,,,MSstatsLiP,
1225,,,False,,,,MSstatsLOBD,
1226,,,False,,,,MSstatsPTM,
1227,,,False,,,,MSstatsQC,
1228,,,False,,,,MSstatsQCgui,
1229,,,False,,,,MSstatsSampleSize,
1230,,,False,,,,MSstatsTMT,
1231,formation of mineral 'stones' in the urinary tract,Q178623,False,kidney stone,33.5,[],MuData,
1232,,,False,,,,Mulcom,
1233,,,False,,,,MultiAssayExperiment,
1234,,,False,,,,MultiBaC,
1235,,,False,,,,multiClust,
1236,,,False,,,,multicrispr,
1237,,,False,,,,multiGSEA,
1238,,,False,,,,multiHiCcompare,
1239,memory card standard used for solid-state storage.,Q646104,False,MultiMediaCard,36.5,[],MultiMed,
1240,,,False,,,,multiMiR,
1241,,,False,,,,multiOmicsViz,
1242,,Q106783398,False,Multiscan,50.0,[],multiscan,
1243,,,False,,,,multiSight,
1244,,,False,,,,multtest,
1245,,,False,,,,mumosa,
1246,,,False,,,,MungeSumstats,
1247,Weine mit Muskat-Bouquet,Q1275508,False,Muscat,50.0,[],muscat,
1248,"alloy that ""remembers"" its original shape and that when deformed returns to its pre-deformed shape when heated",Q898455,False,shape-memory alloy,35.5,[],muscle,
1249,,,False,,,,musicatk,
1250,Antennapedia homeodomain protein is a homeobox protein involved in limb patterning in ARTHROPODS. Mutations in the gene for the antennapedia homeodomain protein are associated with the conversion of antenna to leg or leg to antenna DROSOPHILA.,Q78127776,False,Antennapedia Homeodomain Protein,18.0,[],MutationalPatterns,
1251,,,False,,,,MVCClass,
1252,,,False,,,,MWASTools,
1253,,Q64797505,False,MyGenetics,37.5,[],mygene,
1254,,,False,,,,myvariant,
1255,,,False,,,,mzID,
1256,método de formatear pistas de un disco compacto,Q144772,False,Zone bit recording,50.0,[],mzR,
1257,,,False,,,,NADfinder,
1258,,,False,,,,NanoMethViz,
1259,,,False,,,,NanoStringDiff,
1260,,,False,,,,NanoStringNCTools,
1261,,,False,,,,NanoStringQCPro,
1262,"tiny, tube shaped molecular structure synthesized by using chemical reaction",Q539430,False,nanotube,50.0,[],NanoTube,
1263,,,False,,,,NBAMSeq,
1264,,,False,,,,NBSplice,
1265,,,False,,,,ncGTW,
1266,,,False,,,,NCIgraph,
1267,,,False,,,,ncRNAtools,
1268,,,False,,,,ndexr,
1269,,,False,,,,nearBynding,
1270,body of interstellar clouds,Q42372,False,nebula,50.0,[],Nebulosa,
1271,,Q6987996,False,Neighbor-net,50.0,[],NeighborNet,
1272,,,False,,,,nempi,
1273,,,False,,,,netbiov,
1274,,,False,,,,netboost,
1275,,,False,,,,netboxr,
1276,,Q11302288,False,コナミネットDX,25.0,[],netDx,
1277,,,False,,,,nethet,
1278,,,False,,,,netOmics,
1279,,,False,,,,NetPathMiner,
1280,,,False,,,,netprioR,
1281,,,False,,,,netresponse,
1282,virtual community that exists online,Q6576792,False,online community,35.5,[],NetSAM,
1283,,Q5160449,False,congenital smooth muscle hamartoma,21.0,[],netSmooth,
1284,,,False,,,,networkBMA,
1285,,,False,,,,netZooR,
1286,piece of land that is bordered by water on three sides but connected to mainland,Q34763,False,peninsula,27.5,[],NeuCA,
1287,American new wave band,Q28222712,False,The Puppies,11.0,[],NewWave,
1288,,,False,,,,nnNorm,
1289,,,False,,,,nnSVG,
1290,,,False,,,,NOISeq,
1291,,,False,,,,nondetects,
1292,,Q12828691,False,Norcent,41.5,[],NoRCE,
1293,,,False,,,,normalize450K,
1294,,,False,,,,NormalyzerDE,
1295,,,False,,,,NormqPCR,
1296,normative act having the force of law of general interest in the area where it is proclaimed or promulgated,Q740464,False,legal act,28.0,[],normr,
1297,,,False,,,,NPARC,
1298,,,False,,,,npGSEA,
1299,,Q11790265,False,Navy Theater Wide,50.0,[],NTW,
1300,,,False,,,,nucleoSim,
1301,,Q9050983,False,Núcleo (apicultura),46.0,[],nucleR,
1302,,,False,,,,nullranges,
1303,flat geographic region,Q160091,False,plain,28.5,[],NuPoP,
1304,,,False,,,,NxtIRFcore,
1305,,,False,,,,occugene,
1306,,,False,,,,OCplus,
1307,,,False,,,,ODER,
1308,,,False,,,,odseq,
1309,ogre character appearing in a work of fiction,Q37436391,False,ogre in a work of fiction,50.0,[],OGRE,
1310,substance composed of oligomer molecules,Q726004,False,oligomer,38.5,[],oligo,
1311,,,False,,,,oligoClasses,
1312,,,False,,,,OLIN,
1313,,,False,,,,OLINgui,
1314,,,False,,,,OmaDB,
1315,,,False,,,,omicade4,
1316,,,False,,,,OmicCircos,
1317,,,False,,,,omicplotR,
1318,,,False,,,,omicRexposome,
1319,,,False,,,,OmicsLonDA,
1320,,,False,,,,OMICsPCA,
1321,,,False,,,,omicsPrint,
1322,,,False,,,,omicsViewer,
1323,,,False,,,,Omixer,
1324,,,False,,,,OmnipathR,
1325,,,False,,,,ompBAM,
1326,,,False,,,,oncomix,
1327,,,False,,,,OncoSimulR,
1328,"physical contact involving one or more sentient agents (for contact between non-sentient objects, use Q38183514)",Q877674,False,touch,33.5,[],oneSENSE,
1329,,,False,,,,onlineFDR,
1330,R/Bioconductor package,Q101074371,False,"ontoProc: processing of ontologies of anatomy, cell lines, and so on",22.0,R package,ontoProc,Q73539779
1331,,,False,,,,openPrimeR,
1332,,,False,,,,openPrimeRui,
1333,,,False,,,,OpenStats,
1334,one of a group of words that share the same spelling and the same pronunciation but have different meanings,Q160843,False,homonym,28.5,[],oposSOM,
1335,high-gain voltage amplifier with a differential input,Q178947,False,operational amplifier,45.5,[],oppar,
1336,,,False,,,,oppti,
1337,,,False,,,,optimalFlow,
1338,,,False,,,,OPWeight,
1339,finite ordered list of elements,Q600590,False,n-tuple,36.0,[],OrderedList,
1340,,,False,,,,ORFhunteR,
1341,portable piano,Q1681975,False,Orphica,45.5,[],ORFik,
1342,,,False,,,,Organism.dplyr,
1343,,,False,,,,OrganismDbi,
1344,,,False,,,,orthogene,
1345,appropriate technology from the open-design movement,Q4378395,False,Open source appropriate technology,50.0,[],OSAT,
1346,,,False,,,,Oscope,
1347,,,False,,,,OTUbase,
1348,,Q7112913,False,Outriders Poetry Project,25.0,[],OUTRIDER,
1349,,,False,,,,OVESEG,
1350,Hindi word for betel used for a stimulating and psychoactive preparation combined with areca nut and/or cured tobacco,Q2901824,False,Paan,50.0,[],PAA,
1351,,,False,,,,packFinder,
1352,,,False,,,,padma,
1353,term,Q152840,False,Pedogeneza,33.5,[],PADOG,
1354,,Q15123300,False,Topic-Sensitive PageRank,25.0,[],pageRank,
1355,,,False,,,,PAIRADISE,
1356,,,False,,,,paircompviz,
1357,,,False,,,,pairkat,
1358,,Q21768166,False,Kyariz Pandar,31.5,[],pandaR,
1359,,,False,,,,panelcn.mops,
1360,,,False,,,,PanomiR,
1361,이탈리아에서 유래한 빵,Q190921,False,panpepato,31.0,[],panp,
1362,,Q11697583,False,Panrico,36.5,[],PANR,
1363,competition finished with identical or inconclusive results,Q1164849,False,tie,38.5,[],pareg,
1364,,,False,,,,parglms,
1365,a parody of oneself,Q7448163,False,Self-parody,35.5,[],parody,
1366,"Italian food made from flour, eggs and water and shaped in different forms, usually cooked and served with a sauce",Q178,False,pasta,44.5,[],PAST,
1367,,,False,,,,Path2PPI,
1368,,,False,,,,pathifier,
1369,,,False,,,,PathNet,
1370,,,False,,,,PathoStat,
1371,,,False,,,,pathRender,
1372,,,False,,,,pathVar,
1373,,,False,,,,pathview,
1374,,,False,,,,pathwayPCA,
1375,,,False,,,,paxtoolsr,
1376,,,False,,,,pcaExplorer,
1377,multivariate analysis technique with kernel method,Q17093020,False,kernel principal component analysis,15.0,[],pcaMethods,
1378,,,False,,,,PCAN,
1379,,,False,,,,PCAtools,
1380,,,False,,,,pcxn,
1381,,,False,,,,PDATK,
1382,,,False,,,,pdInfoBuilder,
1383,,,False,,,,PeacoQC,
1384,,,False,,,,peakPantheR,
1385,Zähleinheitdes Sklavenhandels,Q2094582,False,Peça,50.0,[],PECA,
1386,,Q7158771,False,Peco,50.0,[],peco,
1387,,,False,,,,pengls,
1388,,,False,,,,PepsNMR,
1389,,,False,,,,pepStat,
1390,,,False,,,,pepXMLTab,
1391,"grammatical aspect that describes an action viewed as a simple whole, i.e. a unit without interior composition",Q1424306,False,perfective,41.0,[],PERFect,
1392,,,False,,,,periodicDNA,
1393,graphical representation of the user or the user's alter ego or character,Q152402,False,avatar,50.0,[],PFP,
1394,,,False,,,,pgca,
1395,,,False,,,,phantasus,
1396,,,False,,,,PharmacoGx,
1397,,,False,,,,PhenoGeneRanker,
1398,,,False,,,,phenopath,
1399,,,False,,,,phenoTest,
1400,,,False,,,,philr,
1401,,,False,,,,PhIPData,
1402,,,False,,,,phosphonormalizer,
1403,public thoroughfare in a built environment,Q79007,False,street,25.0,[],PhosR,
1404,,,False,,,,PhyloProfile,
1405,,Q106407822,False,Phyloseq,50.0,[],phyloseq,
1406,excavation or structure created in the ground to access groundwater,Q43483,False,well,50.0,[],Pi,
1407,musical instrument,Q5994,False,piano,50.0,[],piano,
1408,,,False,,,,pickgene,
1409,format for rating Internet content,Q478149,False,Platform for Internet Content Selection,50.0,[],PICS,
1410,,,False,,,,Pigengene,
1411,,Q7195656,False,Ping,50.0,[],PING,
1412,,,False,,,,pipeComp,
1413,"Type of small, medium, or large frame revolver with a short barrel, which is generally 3 inches or less in length for concealment",Q7548817,False,snubnosed revolver,18.5,[],pipeFrame,
1414,,,False,,,,pkgDepTools,
1415,network of optical astronomical telescopes used for photometry,Q1093700,False,Probing Lensing Anomalies Network,50.0,[],planet,
1416,,Q7204726,False,plethysm,43.0,[],plethy,
1417,,,False,,,,plgem,
1418,"tool with two legs, can fix or modify a workpiece",Q13049940,False,pliers,45.5,[],plier,
1419,,,False,,,,PloGO2,
1420,,,False,,,,plotgardener,
1421,freestanding structure preventing movement across a boundary,Q148571,False,fence,28.0,[],plotGrouper,
1422,,,False,,,,PLPE,
1423,,,False,,,,plyranges,
1424,Type of measuring instrument,Q221663,False,moving coil meter,43.0,[],pmm,
1425,communication which is accomplished via a distinct type of one-to-many connection,Q6554265,False,point-to-multipoint communication,50.0,[],pmp,
1426,,,False,,,,PoDCall,
1427,,,False,,,,podkat,
1428,territory in Russia and Scandinavia,Q2191999,False,Pogost,45.5,[],pogos,
1429,unsaturated synthetic resins formed by the reaction of dibasic organic acids and polyhydric alcohols,Q146559,False,polyester resin,50.0,[],polyester,
1430,human disease,Q55785412,False,Perioral myoclonia with absences,50.0,[],POMA,
1431,young horse,Q45614,False,foal,50.0,[],PoTRA,
1432,device in electric power transmission systems,Q7799698,False,thyristor-controlled reactor,27.5,[],powerTCR,
1433,,,False,,,,POWSC,
1434,,,False,,,,ppcseq,
1435,,,False,,,,PPInfer,
1436,,,False,,,,ppiStats,
1437,,,False,,,,pqsfinder,
1438,wheeled baby transport,Q507141,False,stroller,50.0,[],pram,
1439,gene of the species macaca nemestrina,Q24580595,False,PREB,44.5,[],prebs,
1440,,,False,,,,preciseTAD,
1441,,,False,,,,PrecisionTrialDrawer,
1442,biological interaction where a predator feeds on a prey organism,Q170430,False,predation,41.5,[],PREDA,
1443,,,False,,,,preprocessCore,
1444,,,False,,,,primirTSS,
1445,brand of cigarette,Q1803701,False,Prince,50.0,[],PrInCE,
1446,,Q17156928,False,Proactive law,38.0,[],proActiv,
1447,,,False,,,,proBAMr,
1448,,,False,,,,proBatch,
1449,series of events which occur over an extended period of time,Q3249551,False,process,50.0,[],PROcess,
1450,,,False,,,,procoil,
1451,,Q11994576,False,PRODA,50.0,[],proDA,
1452,,Q8034619,False,Work experience,30.0,[],proFIA,
1453,,,False,,,,profileplyr,
1454,,,False,,,,profileScoreDist,
1455,,Q7248345,False,Progeny testing,37.0,[],progeny,
1456,type of geometry,Q177409,False,projective geometry,26.0,[],projectR,
1457,,Q7249633,False,Prolocutor,37.5,[],pRoloc,
1458,,,False,,,,pRolocGUI,
1459,pojęcie prawne,Q230590,False,Promise,50.0,[],PROMISE,
1460,Indonesian environmental assessment of company,Q56410977,False,PROPER,50.0,[],PROPER,
1461,tower-like props of suspension bridge or cable-stayed bridge,Q453097,False,pylon,27.5,[],PROPS,
1462,,,False,,,,Prostar,
1463,"NAR databases category groups databases of gene and protein expression profiles, microarrays and metadata from functional genomics experiments",Q111848071,False,Microarray data and other gene expression databases,15.0,[],proteinProfiles,
1464,,,False,,,,ProteoDisco,
1465,,,False,,,,ProteoMM,
1466,,,False,,,,protGear,
1467,,,False,,,,ProtGenerics,
1468,,Q7164189,False,Pennsylvania State Education Association,7.0,[],PSEA,
1469,,,False,,,,psichomics,
1470,,,False,,,,PSICQUIC,
1471,,,False,,,,PSMatch,
1472,,,False,,,,psygenet2r,
1473,,,False,,,,ptairMS,
1474,,,False,,,,PubScore,
1475,,,False,,,,pulsedSilac,
1476,police unit,Q55200066,False,PUMA,50.0,[],puma,
1477,,,False,,,,PureCN,
1478,,,False,,,,pvac,
1479,,,False,,,,pvca,
1480,,,False,,,,Pviz,
1481,,,False,,,,PWMEnrich,
1482,,,False,,,,pwOmics,
1483,,,False,,,,pwrEWAS,
1484,,,False,,,,qckitfastq,
1485,,,False,,,,qcmetrics,
1486,,,False,,,,QDNAseq,
1487,,,False,,,,QFeatures,
1488,,,False,,,,qmtools,
1489,,,False,,,,qpcrNorm,
1490,,,False,,,,qpgraph,
1491,,,False,,,,qPLEXanalyzer,
1492,,Q7410488,False,Samsung Global Scholarship Program,5.5,[],qrqc,
1493,,,False,,,,qsea,
1494,,,False,,,,qsmooth,
1495,,,False,,,,qsvaR,
1496,,,False,,,,Qtlizer,
1497,,,False,,,,quantiseqr,
1498,,,False,,,,quantro,
1499,,,False,,,,quantsmooth,
1500,,,False,,,,QuartPAC,
1501,result of a sudden release of energy in the Earth's crust that creates seismic waves,Q7944,False,earthquake,30.0,[],QuasR,
1502,,,False,,,,QuaternaryProd,
1503,,,False,,,,QUBIC,
1504,,,False,,,,qusage,
1505,,,False,,,,qvalue,
1506,,,False,,,,R3CPET,
1507,,,False,,,,r3Cseq,
1508,,,False,,,,R453Plus1Toolbox,
1509,type of RNA,Q8046171,False,Y RNA,30.0,[],R4RNA,
1510,system for short-distance radio communications between individuals,Q5122664,False,Citizens Band radio in India,41.5,[],RadioGx,
1511,,,False,,,,RaggedExperiment,
1512,rain that is unusually acidic,Q40178,False,acid rain,31.0,[],rain,
1513,nave espacial,Q1982615,False,Rama,50.0,[],rama,
1514,metal or wooden device used with muzzleloading firearms,Q1799932,False,ramrod,40.0,[],ramr,
1515,,,False,,,,ramwas,
1516,,,False,,,,RandomWalkRestartMH,
1517,,,False,,,,randPack,
1518,,,False,,,,randRotation,
1519,,,False,,,,RAREsim,
1520,,,False,,,,RareVariantVis,
1521,,,False,,,,rawrr,
1522,,,False,,,,RbcBook1,
1523,,,False,,,,Rbec,
1524,,,False,,,,RBGL,
1525,,,False,,,,RBioinf,
1526,,,False,,,,rBiopaxParser,
1527,class of artificial neural network,Q7316287,False,Restricted Boltzmann machine,50.0,[],RBM,
1528,,,False,,,,Rbowtie,
1529,,,False,,,,Rbowtie2,
1530,,,False,,,,rbsurv,
1531,,,False,,,,Rcade,
1532,,Q22128761,False,RCASS,44.5,[],RCAS,
1533,,,False,,,,RCASPAR,
1534,,,False,,,,rcellminer,
1535,,,False,,,,rCGH,
1536,,,False,,,,RcisTarget,
1537,"county-like political entities in Quebec, Canada",Q204613,False,regional county municipality,50.0,[],RCM,
1538,,,False,,,,Rcpi,
1539,,,False,,,,RCSL,
1540,,Q16715755,False,Сезон ФК «Динамо»,0.0,[],Rcwl,
1541,,,False,,,,RcwlPipelines,
1542,,Q10356599,False,RCX,50.0,[],RCX,
1543,,Q8254032,False,CD++Builder,14.5,[],RCy3,
1544,Standards zur Wertermittlung,Q1475531,False,Futtermittelanalytik,15.5,[],RCyjs,
1545,,,False,,,,rDGIdb,
1546,,,False,,,,Rdisop,
1547,,,False,,,,RDRToolbox,
1548,,,False,,,,ReactomeContentService4R,
1549,,,False,,,,ReactomeGraph4R,
1550,,,False,,,,ReactomeGSA,
1551,,,False,,,,ReactomePA,
1552,,,False,,,,ReadqPCR,
1553,,Q3931249,False,Rebetes,41.5,[],REBET,
1554,,,False,,,,rebook,
1555,,,False,,,,receptLoss,
1556,,Q7302769,False,Reconsideration of a motion,20.5,[],reconsi,
1557,"recount of votes, due to close margins or human errors",Q5354560,False,Election recount,30.5,[],recount,
1558,,,False,,,,recount3,
1559,,,False,,,,recountmethylation,
1560,,Q7302962,False,Recoupment,37.5,[],recoup,
1561,,,False,,,,RedeR,
1562,,,False,,,,REDseq,
1563,astronomical observatory featuring an optical telescope with an aperture of more than 20 m diameter,Q2665569,False,extremely large telescope,20.0,[],RefPlus,
1564,,,False,,,,RegEnrich,
1565,"2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences",Q82794,False,geographic region,50.0,[],regioneR,
1566,,Q55631441,False,Report on the Lands of the Arid Region of the United States,17.0,[],regionReport,
1567,,,False,,,,regsplice,
1568,,,False,,,,regutools,
1569,,Q97205585,False,Remp-It 2,31.0,[],REMP,
1570,,,False,,,,Repitools,
1571,"report generation with R and LaTeX, literate programming tool",Q4798127,False,Knitr,21.0,open science tool,ReportingTools,Q52990223
1572,,,False,,,,RepViz,
1573,,,False,,,,ReQON,
1574,,,False,,,,ResidualMatrix,
1575,,,False,,,,restfulSE,
1576,,,False,,,,rexposome,
1577,,,False,,,,rfaRm,
1578,,,False,,,,Rfastp,
1579,,,False,,,,rfPred,
1580,,,False,,,,rGADEM,
1581,,,False,,,,rGenomeTracks,
1582,,,False,,,,Rgin,
1583,,,False,,,,RGMQL,
1584,,,False,,,,rgoslin,
1585,,,False,,,,RGraph2js,
1586,,,False,,,,Rgraphviz,
1587,"large and destructive fire that threatens human life, animal life, health, and/or property",Q168983,False,conflagration,37.5,[],rGREAT,
1588,,,False,,,,RGSEA,
1589,,,False,,,,rgsepd,
1590,,,False,,,,rhdf5,
1591,,,False,,,,rhdf5client,
1592,,,False,,,,rhdf5filters,
1593,,,False,,,,Rhdf5lib,
1594,,,False,,,,Rhisat2,
1595,,,False,,,,Rhtslib,
1596,,,False,,,,RiboCrypt,
1597,,,False,,,,RiboDiPA,
1598,,,False,,,,RiboProfiling,
1599,,Q4399164,False,Рублёвый денежный рынок,50.0,[],ribor,
1600,,,False,,,,riboSeqR,
1601,,,False,,,,ribosomeProfilingQC,
1602,type of coral reef,Q4078911,False,barrier reef,31.0,[],rifi,
1603,,,False,,,,RImmPort,
1604,,,False,,,,Ringo,
1605,"piece of jewelry made to hang from a cord, chain, ribbon or necklace",Q2111434,False,pendant,45.5,[],RIPAT,
1606,,,False,,,,Risa,
1607,larger natural watercourse,Q4022,False,river,50.0,[],RIVER,
1608,,,False,,,,RJMCMCNucleosomes,
1609,,,False,,,,RLassoCox,
1610,,,False,,,,RLMM,
1611,,,False,,,,RLSeq,
1612,,,False,,,,Rmagpie,
1613,,,False,,,,RMassBank,
1614,,,False,,,,rmelting,
1615,,,False,,,,Rmmquant,
1616,,,False,,,,rmspc,
1617,,,False,,,,RNAAgeCalc,
1618,,,False,,,,RNAdecay,
1619,,,False,,,,rnaEditr,
1620,,,False,,,,RNAinteract,
1621,,,False,,,,RNAmodR,
1622,,,False,,,,RNAmodR.AlkAnilineSeq,
1623,,,False,,,,RNAmodR.ML,
1624,,,False,,,,RNAmodR.RiboMethSeq,
1625,,,False,,,,RNAsense,
1626,,,False,,,,rnaseqcomp,
1627,,,False,,,,RNASeqPower,
1628,,,False,,,,RnaSeqSampleSize,
1629,,,False,,,,RnBeads,
1630,,,False,,,,Rnits,
1631,deep outburst of sound forced through an open mouth,Q3177438,False,roar,50.0,[],roar,
1632,fictional bird,Q822321,False,Roc,50.0,[],ROC,
1633,,,False,,,,ROCpAI,
1634,"book in a series, typically identified sequentially (e.g. Volume 3)",Q1238720,False,volume,50.0,[],RolDE,
1635,"set of behaviours, rights, obligations, beliefs, and norms expected from an individual that has a certain social status",Q214339,False,role,43.0,[],rols,
1636,,,False,,,,ROntoTools,
1637,,,False,,,,ropls,
1638,,,False,,,,ROSeq,
1639,naturally occurring solid aggregate of one or more minerals or mineraloids,Q8063,False,rock,50.0,[],ROTS,
1640,form of business process automation technology,Q23893439,False,robotic process automation,50.0,[],RPA,
1641,,,False,,,,rprimer,
1642,,,False,,,,RProtoBufLib,
1643,,,False,,,,RpsiXML,
1644,global positioning system receiver,Q15056973,False,Magnavox A-RPX-5,30.0,[],rpx,
1645,gene of the species macaca nemestrina,Q24588112,False,RQCD1,37.5,[],Rqc,
1646,"acquisition of knowledge, skills, and competencies as a result of teaching",Q918385,False,training,20.0,[],rqt,
1647,,,False,,,,rqubic,
